EmployeeID,Age group,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Performance status ,Distance Status,Working_years
1704,30-45,No,Travel_Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,3,Low,Near-By,Btw 0-10
1705,45-60,No,Travel_Rarely,R&D,8,1,Medical,1,Male,2,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,3,Low,Near-By,Btw 0-10
1706,30-45,No,Travel_Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,4,High,Very Far,Btw 0-10
1707,30-45,No,Travel_Rarely,R&D,13,4,Life Sciences,1,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,4,High,Far,Btw 0-10
1708,18-30,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,3,1,3,3,3,Low,Very Far,Btw 0-10
1709,18-30,No,Travel_Rarely,Sales,16,2,Life Sciences,1,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,3,Low,Far,Btw 0-10
1710,30-45,No,Travel_Rarely,R&D,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,3,Low,Near-By,Btw 0-10
1711,18-30,No,Travel_Rarely,R&D,2,2,Medical,1,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,3,Low,Near-By,Btw 0-10
1712,30-45,No,Travel_Rarely,Sales,13,4,Marketing,1,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,3,Low,Far,Btw 0-10
1713,30-45,No,Travel_Rarely,R&D,1,1,Life Sciences,1,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,3,Low,Near-By,Btw 0-10
1714,30-45,No,Travel_Frequently,R&D,4,5,Technical Degree,1,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,3,Low,Near-By,Btw 0-10
1715,45-60,No,Travel_Rarely,R&D,24,3,Other,1,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,3,Low,Very Far,Btw 11-20
1716,30-45,No,Travel_Rarely,R&D,1,5,Medical,1,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,3,Low,Near-By,Btw 0-10
1717,45-60,Yes,Travel_Frequently,R&D,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,Low,Far,Btw 0-10
1718,18-30,No,Travel_Rarely,R&D,7,2,Life Sciences,1,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,3,Low,Near-By,Btw 0-10
1719,30-45,No,Travel_Rarely,R&D,4,3,Medical,1,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,Low,Near-By,Btw 0-10
1720,18-30,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,Low,Near-By,Btw 0-10
1721,30-45,No,Travel_Rarely,R&D,10,5,Medical,1,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,Low,Near-By,Btw 11-20
1722,30-45,No,Travel_Frequently,R&D,8,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,High,Near-By,Btw 11-20
1724,30-45,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,Low,Near-By,Btw 0-10
1725,18-30,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,Low,Near-By,Btw 0-10
1726,18-30,Yes,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,Low,Near-By,Btw 0-10
1727,30-45,Yes,Travel_Frequently,R&D,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,Low,Far,Btw 0-10
1728,30-45,No,Non-Travel,R&D,2,1,Medical,1,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,Low,Near-By,Btw 0-10
1729,18-30,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,Low,Near-By,Btw 0-10
1730,18-30,No,Travel_Rarely,R&D,11,3,Medical,1,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,Low,Far,Btw 0-10
1731,30-45,No,Travel_Rarely,R&D,16,3,Life Sciences,1,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,High,Far,Btw 0-10
1732,18-30,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,Low,Near-By,Btw 0-10
1733,45-60,No,Travel_Rarely,R&D,16,3,Technical Degree,1,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,Low,Far,Btw 0-10
1734,18-30,No,Travel_Frequently,Sales,4,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,Low,Near-By,Btw 0-10
1735,30-45,No,Travel_Rarely,R&D,16,3,Life Sciences,1,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,Low,Far,Btw 0-10
1736,45-60,No,Travel_Rarely,Sales,5,3,Medical,1,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,Low,Near-By,Btw 11-20
1737,30-45,No,Travel_Rarely,R&D,18,1,Medical,1,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,High,Far,Btw 0-10
1738,18-30,Yes,Travel_Rarely,R&D,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,Low,Far,Btw 0-10
1739,30-45,No,Travel_Rarely,R&D,12,5,Medical,1,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,Low,Far,Btw 11-20
1740,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,Low,Near-By,Btw 0-10
1741,45-60,Yes,Travel_Frequently,R&D,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,Low,Near-By,Btw 0-10
1742,30-45,No,Travel_Rarely,R&D,9,4,Life Sciences,1,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,Low,Near-By,Btw 0-10
1743,18-30,No,Travel_Rarely,R&D,10,3,Medical,1,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,High,Near-By,Btw 0-10
1744,30-45,No,Travel_Rarely,Sales,1,3,Medical,1,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,3,4,3,3,3,Low,Near-By,Btw 0-10
1745,45-60,No,Travel_Rarely,R&D,2,3,Medical,1,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,Low,Near-By,Btw 0-10
1746,30-45,No,Travel_Frequently,R&D,3,4,Medical,1,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,Low,Near-By,Btw 11-20
1747,45-60,No,Travel_Rarely,R&D,7,1,Life Sciences,1,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,Low,Near-By,Btw 0-10
1748,30-45,No,Travel_Rarely,Sales,6,3,Medical,1,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,High,Near-By,Btw 21-30
1749,45-60,No,Travel_Rarely,R&D,8,2,Life Sciences,1,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,High,Near-By,Btw 0-10
1750,18-30,No,Travel_Frequently,R&D,29,1,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,Low,Very Far,Btw 0-10
1751,30-45,No,Travel_Rarely,R&D,3,3,Medical,1,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,Low,Near-By,Btw 21-30
1752,45-60,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,High,Near-By,Btw 0-10
1753,18-30,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,Low,Near-By,Btw 0-10
1754,30-45,No,Non-Travel,R&D,10,4,Technical Degree,1,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,Low,Near-By,Btw 0-10
1755,30-45,No,Travel_Rarely,R&D,1,3,Medical,1,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,Low,Near-By,Btw 0-10
1756,30-45,No,Non-Travel,R&D,8,2,Life Sciences,1,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,Low,Near-By,Btw 0-10
1757,45-60,No,Travel_Frequently,R&D,27,3,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,High,Very Far,Btw 21-30
1758,30-45,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,Low,Near-By,Btw 0-10
1759,18-30,No,Travel_Rarely,R&D,1,2,Medical,1,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,Low,Near-By,Btw 0-10
1760,30-45,Yes,Travel_Frequently,R&D,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,High,Near-By,Btw 0-10
1761,30-45,No,Travel_Frequently,R&D,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,Low,Very Far,Btw 0-10
1762,30-45,No,Travel_Rarely,R&D,2,5,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,Low,Near-By,Btw 0-10
1763,18-30,No,Travel_Rarely,Sales,13,3,Marketing,1,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,Low,Far,Btw 0-10
1764,30-45,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,Low,Near-By,Btw 0-10
1765,45-60,No,Travel_Rarely,R&D,2,4,Medical,1,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,3,Low,Near-By,Btw 0-10
1766,30-45,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,3,Low,Near-By,Btw 0-10
1767,18-30,No,Travel_Rarely,R&D,10,3,Life Sciences,1,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,3,Low,Near-By,Btw 0-10
1768,18-30,No,Travel_Rarely,Sales,20,3,Marketing,1,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,3,Low,Far,Btw 0-10
1769,45-60,No,Travel_Rarely,R&D,9,3,Life Sciences,1,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,3,Low,Near-By,Btw 0-10
1770,30-45,No,Non-Travel,R&D,5,1,Medical,1,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,3,Low,Near-By,Btw 0-10
1771,30-45,No,Travel_Frequently,Sales,4,4,Life Sciences,1,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,1,4,3,1,3,Low,Near-By,Btw 0-10
1772,30-45,No,Travel_Rarely,Sales,10,3,Medical,1,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,3,Low,Near-By,Btw 0-10
1773,30-45,No,Travel_Rarely,R&D,20,3,Medical,1,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,3,Low,Far,Btw 0-10
1774,45-60,No,Travel_Rarely,Sales,21,5,Technical Degree,1,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,3,Low,Very Far,30?
1775,30-45,Yes,Travel_Rarely,R&D,1,2,Medical,1,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,4,4,2,3,3,Low,Near-By,Btw 0-10
1776,18-30,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,3,Low,Near-By,Btw 0-10
1777,45-60,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,3,Low,Near-By,Btw 0-10
1778,18-30,No,Travel_Rarely,R&D,23,1,Life Sciences,1,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,3,Low,Very Far,Btw 0-10
1779,45-60,Yes,Travel_Frequently,R&D,4,3,Life Sciences,1,Male,1,Research Director,Single,27740,4,13,1,8,2,5,1,3,2,3,3,3,3,Low,Near-By,Btw 0-10
1780,30-45,No,Travel_Rarely,R&D,12,3,Technical Degree,1,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,3,Low,Far,Btw 0-10
1781,45-60,Yes,Travel_Rarely,HR,7,3,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4,4,1,3,3,3,Low,Near-By,Btw 0-10
1782,30-45,No,Non-Travel,R&D,7,2,Life Sciences,1,Male,5,Sales Executive,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,3,Low,Near-By,Btw 0-10
1783,45-60,No,Non-Travel,R&D,1,4,Life Sciences,1,Male,5,Sales Executive,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,3,Low,Near-By,Btw 0-10
1784,18-30,No,Travel_Frequently,R&D,2,2,Life Sciences,1,Male,1,Manufacturing Director,Divorced,28350,3,11,1,5,2,2,2,0,1,4,3,3,3,Low,Near-By,Btw 0-10
1785,18-30,No,Travel_Rarely,R&D,10,2,Medical,1,Male,3,Manufacturing Director,Married,169590,4,14,3,11,5,8,1,1,2,3,2,3,3,Low,Near-By,Btw 0-10
1787,30-45,No,Travel_Rarely,R&D,14,4,Technical Degree,1,Male,2,Manufacturing Director,Single,61460,2,12,0,10,3,4,1,3,2,4,3,3,3,Low,Far,Btw 0-10
1788,45-60,No,Travel_Rarely,R&D,18,4,Medical,1,Female,2,Laboratory Technician,Divorced,49630,9,15,1,9,2,5,1,4,4,1,3,3,3,Low,Far,Btw 0-10
1789,18-30,No,Travel_Frequently,R&D,13,2,Life Sciences,1,Female,4,Research Scientist,Married,195370,0,12,0,5,5,4,1,1,3,4,3,3,3,Low,Far,Btw 0-10
1790,30-45,No,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,2,Manufacturing Director,Divorced,61720,0,11,0,6,1,5,4,3,4,1,2,3,3,Low,Near-By,Btw 0-10
1791,30-45,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Female,2,Research Scientist,Single,23680,6,11,1,17,3,15,4,12,1,1,3,3,3,Low,Near-By,Btw 11-20
1792,30-45,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,1,Sales Representative,Single,103120,1,12,0,6,2,6,1,3,3,1,3,3,3,Low,Near-By,Btw 0-10
1793,30-45,No,Travel_Rarely,R&D,5,4,Medical,1,Male,3,Manager,Married,16750,1,16,0,3,6,3,0,2,1,4,2,2,3,Low,Near-By,Btw 0-10
1794,30-45,No,Travel_Rarely,R&D,20,3,Medical,1,Male,1,Laboratory Technician,Married,25230,3,13,1,7,2,2,0,2,4,3,3,3,3,Low,Far,Btw 0-10
1795,30-45,No,Travel_Frequently,R&D,10,4,Medical,1,Male,2,Manufacturing Director,Married,65670,1,13,1,8,3,8,3,7,3,2,3,4,3,Low,Near-By,Btw 0-10
1796,30-45,No,Travel_Rarely,R&D,10,3,Life Sciences,1,Male,3,Healthcare Representative,Married,47390,5,24,2,6,2,3,1,2,3,1,3,3,4,High,Near-By,Btw 0-10
1797,30-45,No,Travel_Frequently,R&D,9,4,Medical,1,Male,1,Manufacturing Director,Divorced,92080,1,15,1,24,2,24,14,9,2,4,2,4,3,Low,Near-By,Btw 21-30
1798,18-30,Yes,Travel_Rarely,Sales,2,3,Medical,1,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,0,0,0,3,1,3,2,3,Low,Near-By,Btw 0-10
1799,18-30,No,Non-Travel,Sales,1,5,Marketing,1,Female,1,Manufacturing Director,Divorced,81890,1,14,1,1,3,1,0,0,3,2,3,3,3,Low,Near-By,Btw 0-10
1800,45-60,No,Travel_Rarely,R&D,29,3,Life Sciences,1,Male,2,Manufacturing Director,Married,29420,8,11,1,9,1,5,1,4,4,3,3,2,3,Low,Very Far,Btw 0-10
1801,45-60,No,Travel_Rarely,R&D,8,4,Life Sciences,1,Male,2,Sales Executive,Married,49410,5,11,1,30,3,4,0,3,3,3,3,1,3,Low,Near-By,Btw 0-10
1802,18-30,Yes,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Married,106500,1,13,2,1,2,1,0,0,2,1,3,4,3,Low,Near-By,Btw 0-10
1803,30-45,No,Travel_Rarely,R&D,3,4,Life Sciences,1,Male,4,Manufacturing Director,Married,59020,0,12,1,14,2,13,3,7,3,3,4,3,3,Low,Near-By,Btw 11-20
1804,30-45,Yes,Travel_Rarely,R&D,23,5,Life Sciences,1,Male,1,Human Resources,Single,86390,5,16,2,6,3,3,0,2,1,1,3,2,3,Low,Very Far,Btw 0-10
1805,45-60,No,Travel_Rarely,R&D,6,4,Other,1,Male,2,Manager,Married,63470,1,14,0,26,2,26,3,0,3,4,2,4,3,Low,Near-By,Btw 21-30
1806,30-45,No,Travel_Rarely,Sales,6,3,Medical,1,Female,2,Sales Executive,Married,42000,0,22,0,10,3,9,0,5,3,2,3,3,4,High,Near-By,Btw 0-10
1807,18-30,No,Travel_Rarely,R&D,10,3,Other,1,Male,1,Research Scientist,Married,34520,1,11,0,10,3,10,0,7,3,3,3,2,3,Low,Near-By,Btw 0-10
1808,45-60,Yes,Travel_Rarely,R&D,24,3,Other,1,Female,2,Research Scientist,Single,43170,7,17,0,40,2,31,13,8,4,2,3,3,3,Low,Very Far,30?
1809,30-45,No,Travel_Rarely,Sales,10,4,Marketing,1,Female,1,Research Scientist,Single,26320,3,13,3,7,3,2,2,2,4,3,3,4,3,Low,Near-By,Btw 0-10
1810,30-45,No,Travel_Rarely,Sales,15,1,Marketing,1,Male,2,Laboratory Technician,Married,46680,9,18,2,8,2,4,0,2,4,4,3,3,3,Low,Far,Btw 0-10
1811,18-30,Yes,Travel_Rarely,R&D,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,16,1,5,4,2,2,1,3,3,2,2,3,Low,Far,Btw 0-10
1812,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,27200,4,14,1,8,3,5,0,4,3,2,3,3,3,Low,Near-By,Btw 0-10
1813,30-45,No,Travel_Rarely,R&D,3,1,Medical,1,Male,2,Manufacturing Director,Married,171810,1,14,0,14,2,14,6,8,1,3,3,2,3,Low,Near-By,Btw 11-20
1814,30-45,No,Travel_Frequently,Sales,9,3,Marketing,1,Male,3,Manufacturing Director,Single,22380,6,14,0,10,3,1,0,0,1,3,3,3,3,Low,Near-By,Btw 0-10
1815,30-45,No,Travel_Rarely,R&D,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5,13,0,12,3,0,0,0,3,4,2,3,3,Low,Near-By,Btw 0-10
1816,45-60,No,Travel_Rarely,R&D,10,4,Life Sciences,1,Male,1,Research Director,Single,56050,1,12,2,1,2,1,0,0,2,3,3,3,3,Low,Near-By,Btw 0-10
1817,30-45,No,Travel_Rarely,R&D,20,2,Medical,1,Male,2,Sales Representative,Married,72950,1,15,0,10,3,9,7,8,2,2,2,3,3,Low,Far,Btw 0-10
1818,30-45,No,Travel_Frequently,Sales,4,3,Medical,1,Male,2,Research Scientist,Divorced,23060,2,19,1,13,5,4,1,2,1,1,2,3,3,Low,Near-By,Btw 0-10
1819,30-45,No,Travel_Frequently,R&D,7,4,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1,14,1,6,3,5,1,3,3,4,3,3,3,Low,Near-By,Btw 0-10
1820,45-60,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1,14,2,9,2,9,7,7,3,4,4,4,3,Low,Near-By,Btw 0-10
1821,45-60,Yes,Travel_Rarely,HR,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4,11,0,12,3,9,7,3,3,4,2,4,3,Low,Far,Btw 0-10
1822,30-45,No,Travel_Rarely,R&D,25,2,Medical,1,Male,2,Healthcare Representative,Married,61320,6,13,0,22,3,4,1,0,2,1,3,2,3,Low,Very Far,Btw 0-10
1823,18-30,No,Travel_Rarely,Sales,2,4,Medical,1,Male,2,Manager,Divorced,33460,1,21,1,9,2,9,0,8,3,4,3,2,4,High,Near-By,Btw 0-10
1824,30-45,No,Travel_Rarely,R&D,1,3,Medical,1,Male,1,Research Director,Single,108550,3,13,1,17,2,8,1,6,3,3,4,3,3,Low,Near-By,Btw 0-10
1825,18-30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,Female,1,Sales Executive,Married,22310,1,12,0,8,3,8,7,5,2,2,3,2,3,Low,Near-By,Btw 0-10
1826,30-45,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Research Scientist,Married,23230,0,17,0,4,2,3,0,2,3,4,1,3,3,Low,Near-By,Btw 0-10
1827,18-30,Yes,Travel_Frequently,R&D,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,23,0,8,2,8,1,7,3,3,3,3,4,High,Very Far,Btw 0-10
1828,18-30,No,Non-Travel,Sales,1,3,Technical Degree,1,Female,1,Sales Executive,Married,27130,1,11,0,0,2,0,0,0,4,4,2,3,3,Low,Near-By,Btw 0-10
1829,45-60,No,Travel_Rarely,Sales,16,3,Medical,1,Male,3,Research Scientist,Married,94390,2,15,3,29,0,20,4,17,1,3,2,3,3,Low,Far,Btw 11-20
1830,30-45,No,Travel_Rarely,Sales,24,5,Medical,1,Female,1,Sales Executive,Single,25660,9,11,1,10,3,5,2,3,4,2,2,3,3,Low,Very Far,Btw 0-10
1831,18-30,No,Travel_Rarely,R&D,17,3,Medical,1,Male,1,Laboratory Technician,Single,199260,7,11,3,6,5,4,0,1,1,1,2,4,3,Low,Far,Btw 0-10
1832,30-45,No,Travel_Rarely,R&D,8,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1,13,1,9,3,9,0,8,1,1,3,2,3,Low,Near-By,Btw 0-10
1833,30-45,No,Travel_Rarely,Sales,6,4,Medical,1,Female,2,Manager,Single,94190,1,24,1,6,5,6,1,1,3,1,2,2,4,High,Near-By,Btw 0-10
1834,30-45,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Manager,Married,86860,1,13,0,18,2,18,4,11,2,4,2,3,3,Low,Near-By,Btw 11-20
1835,30-45,No,Travel_Rarely,R&D,3,4,Medical,1,Female,4,Sales Executive,Divorced,30380,2,20,0,8,3,5,0,3,2,4,2,3,4,High,Near-By,Btw 0-10
1836,30-45,No,Travel_Frequently,R&D,4,5,Medical,1,Male,5,Sales Representative,Divorced,30580,9,14,1,10,2,5,0,3,2,4,2,3,3,Low,Near-By,Btw 0-10
1837,45-60,No,Travel_Rarely,Sales,6,3,Marketing,1,Male,4,Sales Executive,Married,23250,7,18,1,35,1,5,0,4,1,4,3,4,3,Low,Near-By,Btw 0-10
1838,45-60,No,Travel_Rarely,R&D,1,5,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4,15,3,18,2,5,0,2,4,1,3,3,3,Low,Near-By,Btw 0-10
1839,30-45,No,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5,12,0,9,4,5,1,3,3,3,2,1,3,Low,Near-By,Btw 0-10
1840,45-60,No,Travel_Frequently,R&D,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3,16,1,31,2,9,0,0,3,4,3,3,3,Low,Near-By,Btw 0-10
1841,30-45,No,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4,15,0,9,2,1,0,0,4,3,3,3,3,Low,Very Far,Btw 0-10
1842,18-30,No,Travel_Rarely,R&D,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1,16,2,6,3,5,0,4,2,4,3,3,3,Low,Very Far,Btw 0-10
1843,18-30,No,Travel_Rarely,R&D,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6,19,0,4,3,2,2,2,4,4,1,2,3,Low,Near-By,Btw 0-10
1844,30-45,No,Travel_Rarely,R&D,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2,11,1,10,2,3,0,2,1,4,2,3,3,Low,Very Far,Btw 0-10
1845,30-45,No,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5,16,1,8,4,2,2,2,2,4,3,2,3,Low,Far,Btw 0-10
1846,30-45,No,Travel_Rarely,R&D,14,3,Other,1,Male,2,Research Scientist,Married,39290,0,24,0,6,6,5,0,3,1,1,3,2,4,High,Far,Btw 0-10
1847,18-30,No,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1,11,1,5,2,5,0,3,3,1,3,3,3,Low,Far,Btw 0-10
1848,30-45,No,Travel_Rarely,R&D,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1,13,1,17,2,17,5,15,4,3,3,2,3,Low,Near-By,Btw 11-20
1850,30-45,No,Non-Travel,R&D,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0,13,0,4,3,3,0,2,4,4,3,3,3,Low,Very Far,Btw 0-10
1851,18-30,No,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1,12,2,5,2,5,0,3,3,1,4,3,3,Low,Near-By,Btw 0-10
1852,45-60,No,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2,18,1,7,5,4,0,2,3,1,3,3,3,Low,Near-By,Btw 0-10
